"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1814","321820","와이더플래닛","KOSDAQ","출판·매체복제",24500,150,0.62,166941726000
"1815","122990","와이솔","KOSDAQ","반도체",13550,-100,-0.73,381729800550
"1816","232140","와이아이케이","KOSDAQ","반도체",7020,110,1.59,570868477920
"1817","067900","와이엔텍","KOSDAQ","기타서비스",15900,50,0.32,289374578100
"1818","155650","와이엠씨","KOSDAQ","IT부품",9140,-80,-0.87,182565632120
"1819","251370","와이엠티","KOSDAQ","화학",19300,350,1.85,288631075400
"1820","066430","와이오엠","KOSDAQ","유통",2740,40,1.48,43444716640
"1821","193250","와이제이엠게임즈","KOSDAQ","IT부품",2125,-85,-3.85,115062874375
"1822","273060","와이즈버즈","KOSDAQ","기타서비스",1735,0,0,82504406420
"1823","019210","와이지-원","KOSDAQ","금속",6110,-70,-1.13,186806034090
"1824","122870","와이지엔터테인먼트","KOSDAQ","오락·문화",50300,1150,2.34,926252820700
"1825","332570","와이팜","KOSDAQ","IT부품",10850,200,1.88,402983712600
"1826","079000","와토스코리아","KOSDAQ","화학",6500,-60,-0.91,4.68e+10
"1827","114630","우노앤컴퍼니","KOSDAQ","화학",6390,100,1.59,86737636350
"1828","032820","우리기술","KOSDAQ","일반전기전자",1250,5,0.4,159459533750
"1829","041190","우리기술투자","KOSDAQ","금융",4665,-135,-2.81,3.9186e+11
"1830","115440","우리넷","KOSDAQ","통신장비",8800,-40,-0.45,80405107200
"1831","046970","우리로","KOSDAQ","유통",1530,10,0.66,43090147350
"1832","082850","우리바이오","KOSDAQ","일반전기전자",4530,-120,-2.58,203477987340
"1833","215360","우리산업","KOSDAQ","운송장비·부품",25950,-50,-0.19,236979629850
"1834","072470","우리산업홀딩스","KOSDAQ","운송장비·부품",5390,-190,-3.41,101802767990
"1835","073560","우리손에프앤지","KOSDAQ","음식료·담배",2200,25,1.15,152322814600
"1836","153490","우리이앤엘","KOSDAQ","반도체",1315,-10,-0.75,65618500000
"1837","037400","우리조명","KOSDAQ","일반전기전자",2450,10,0.41,61062197700
"1838","101170","우림기계","KOSDAQ","기계·장비",4350,-85,-1.92,5.8725e+10
"1839","066590","우수AMS","KOSDAQ","운송장비·부품",6490,90,1.41,231161469000
"1840","103840","우양","KOSDAQ","음식료·담배",5670,-80,-1.39,72904860000
"1841","046940","우원개발","KOSDAQ","건설",5980,-100,-1.64,108084613000
"1842","215380","우정바이오","KOSDAQ","기타서비스",6190,-130,-2.06,74855211940
"1843","065680","우주일렉트로","KOSDAQ","IT부품",23900,-600,-2.45,237427858000
"1844","018620","우진비앤지","KOSDAQ","제약",2650,-5,-0.19,76556626450
"1845","307280","원바이오젠","KOSDAQ","제약",2200,110,5.26,76422645200
"1846","053080","원방테크","KOSDAQ","기계·장비",48450,-200,-0.41,208051228350
"1847","032940","원익","KOSDAQ","유통",4160,-30,-0.72,75683836800
"1848","240810","원익IPS","KOSDAQ","반도체",49550,-400,-0.8,2432107294550
"1849","074600","원익QnC","KOSDAQ","비금속",19850,-100,-0.5,521816800000
"1850","104830","원익머트리얼즈","KOSDAQ","반도체",34600,-550,-1.56,436236800000
"1851","014190","원익큐브","KOSDAQ","유통",2070,-10,-0.48,73277805420
"1852","030530","원익홀딩스","KOSDAQ","금융",6280,-70,-1.1,485054520680
"1853","012620","원일특강","KOSDAQ","금속",10150,570,5.95,4.466e+10
"1854","008370","원풍","KOSDAQ","화학",4610,180,4.06,5.532e+10
"1855","008290","원풍물산","KOSDAQ","섬유·의류",2365,15,0.64,96240550835
"1856","101160","월덱스","KOSDAQ","반도체",22850,950,4.34,377276190050
"1857","095270","웨이브일렉트로","KOSDAQ","IT부품",3175,-60,-1.85,46696674450
"1858","065950","웰크론","KOSDAQ","섬유·의류",4510,-30,-0.66,127323172020
"1859","076080","웰크론한텍","KOSDAQ","건설",3510,5,0.14,70130158020
"1860","196700","웹스","KOSDAQ","화학",2005,5,0.25,27465444380
"1861","069080","웹젠","KOSDAQ","디지털컨텐츠",38250,900,2.41,1350641313000
"1862","053580","웹케시","KOSDAQ","금융",70400,-600,-0.85,476161312000
"1863","071460","위니아딤채","KOSDAQ","일반전기전자",2870,20,0.7,103226136650
"1864","044340","위닉스","KOSDAQ","일반전기전자",25700,200,0.78,459347022500
"1865","330350","위더스제약","KOSDAQ","제약",18350,-500,-2.65,161340815250
"1866","348350","위드텍","KOSDAQ","의료·정밀기기",44100,-850,-1.89,224548380000
"1867","112040","위메이드","KOSDAQ","디지털컨텐츠",40050,400,1.01,6.7284e+11
"1868","065370","위세아이텍","KOSDAQ","출판·매체복제",14050,-700,-4.75,62573234550
"1869","038620","위즈코프","KOSDAQ","유통",1320,10,0.76,53576206200
"1870","299900","위지윅스튜디오","KOSDAQ","오락·문화",9270,20,0.22,290109479670
"1871","036090","위지트","KOSDAQ","기계·장비",1750,-25,-1.41,157904923750
"1872","136540","윈스","KOSDAQ","소프트웨어",16250,50,0.31,198218523750
"1873","320000","윈텍","KOSDAQ","기계·장비",2720,-25,-0.91,50317682560
"1874","097800","윈팩","KOSDAQ","반도체",2745,55,2.04,105725772180
"1875","192390","윈하이텍","KOSDAQ","금속",3360,-50,-1.47,35807170560
"1876","313760","윌링스","KOSDAQ","일반전기전자",15800,100,0.64,76819600000
"1877","900340","윙입푸드","KOSDAQ","금융",1340,5,0.37,64284393520
"1878","036200","유니셈","KOSDAQ","반도체",12500,-600,-4.58,383302787500
"1879","018000","유니슨","KOSDAQ","기계·장비",3815,-110,-2.8,463587236735
"1880","203450","유니온커뮤니티","KOSDAQ","일반전기전자",4285,-145,-3.27,62899544995
"1881","011320","유니크","KOSDAQ","운송장비·부품",8250,-200,-2.37,159395733750
"1882","086390","유니테스트","KOSDAQ","반도체",23850,-200,-0.83,504048905100
"1883","241690","유니테크노","KOSDAQ","운송장비·부품",6890,-90,-1.29,162642515100
"1884","142210","유니트론텍","KOSDAQ","유통",7540,-50,-0.66,91065428220
"1885","048430","유라테크","KOSDAQ","일반전기전자",10700,0,0,1.23264e+11
"1886","206650","유바이오로직스","KOSDAQ","제약",18850,-750,-3.83,659363424200
"1887","089850","유비벨록스","KOSDAQ","소프트웨어",11350,100,0.89,80763160950
"1888","032620","유비케어","KOSDAQ","소프트웨어",7830,-90,-1.14,408703598370
"1889","264450","유비쿼스","KOSDAQ","통신장비",20850,950,4.77,213622970100
"1890","078070","유비쿼스홀딩스","KOSDAQ","일반전기전자",21900,450,2.1,409456153200
"1891","024800","유성티엔에스","KOSDAQ","운송",3110,20,0.65,84634233800
"1892","054930","유신","KOSDAQ","기타서비스",16300,600,3.82,4.89e+10
"1893","069330","유아이디","KOSDAQ","IT부품",1055,0,0,12541620560
"1894","049520","유아이엘","KOSDAQ","IT부품",3675,-50,-1.34,80059639800
"1895","287410","유안타제3호스팩","KOSDAQ","금융",3690,-55,-1.47,15627150000
"1896","313750","유안타제4호스팩","KOSDAQ","금융",2090,-5,-0.24,9718500000
"1897","336060","유안타제5호스팩","KOSDAQ","금융",2055,-30,-1.44,12186150000
"1898","340360","유안타제6호스팩","KOSDAQ","금융",1995,0,0,13655775000
"1899","367460","유안타제7호스팩","KOSDAQ","금융",2080,0,0,1.144e+10
"1900","056090","유앤아이","KOSDAQ","의료·정밀기기",4645,-55,-1.17,38246186800
"1901","263770","유에스티","KOSDAQ","금속",5360,-340,-5.96,127032921920
"1902","340930","유일에너테크","KOSDAQ","기계·장비",28500,1200,4.4,301816254000
"1903","023410","유진기업","KOSDAQ","비금속",4775,-60,-1.24,369159370825
"1904","056080","유진로봇","KOSDAQ","기계·장비",4615,-65,-1.39,173118581480
"1905","321260","유진스팩4호","KOSDAQ","금융",2090,0,0,7294100000
"1906","331380","유진스팩5호","KOSDAQ","금융",2085,0,0,8360850000
"1907","084370","유진테크","KOSDAQ","반도체",39700,-1550,-3.76,909766867400
"1908","178780","유테크","KOSDAQ","IT부품",2485,-60,-2.36,86530145240
"1909","179900","유티아이","KOSDAQ","IT부품",16950,0,0,274706870250
"1910","263050","유틸렉스","KOSDAQ","제약",42500,4150,10.82,644176537500
"1911","191410","육일씨엔에쓰","KOSDAQ","IT부품",3265,130,4.15,30570266830
"1912","072770","율호","KOSDAQ","소프트웨어",2500,90,3.73,91692320000
"1913","039020","이건홀딩스","KOSDAQ","종이·목재",3155,0,0,71254756895
"1914","060230","이그잭스","KOSDAQ","IT부품",1445,-5,-0.34,112073957240
"1915","067920","이글루시큐리티","KOSDAQ","소프트웨어",5790,-80,-1.36,63667529010
"1916","044960","이글벳","KOSDAQ","유통",7520,-100,-1.31,95066960160
"1917","302430","이노메트리","KOSDAQ","기계·장비",19100,200,1.06,186693637600
"1918","073490","이노와이어리스","KOSDAQ","통신장비",48450,1350,2.87,326434006800
"1919","086250","이노와이즈","KOSDAQ","기계·장비",1405,0,0,43288294470
"1920","215790","이노인스트루먼트","KOSDAQ","통신장비",2220,60,2.78,89428590780
"1921","246960","이노테라피","KOSDAQ","제약",13600,-500,-3.55,68600902400
"1922","088390","이녹스","KOSDAQ","운송장비·부품",11250,250,2.27,105196995000
"1923","272290","이녹스첨단소재","KOSDAQ","IT부품",45600,-250,-0.55,433313680800
"1924","053350","이니텍","KOSDAQ","소프트웨어",4800,-35,-0.72,94996396800
"1925","258610","이더블유케이","KOSDAQ","금속",9120,-160,-1.72,132007668000
"1926","215090","이디티","KOSDAQ","의료·정밀기기",706,-5,-0.7,40351225260
"1927","041520","이라이콤","KOSDAQ","IT부품",11150,350,3.24,135904339500
"1928","264850","이랜시스","KOSDAQ","일반전기전자",2465,-10,-0.4,70873216580
"1929","054210","이랜텍","KOSDAQ","IT부품",8170,-230,-2.74,197176307790
"1930","164060","이루다","KOSDAQ","의료·정밀기기",12850,-100,-0.77,100160096000
"1931","065440","이루온","KOSDAQ","소프트웨어",1705,35,2.1,46503909100
"1932","115610","이미지스","KOSDAQ","반도체",2010,-75,-3.6,15414947280
"1933","349720","이베스트스팩5호","KOSDAQ","금융",2055,-5,-0.24,7439100000
"1934","323210","이베스트이안스팩1호","KOSDAQ","금융",2060,5,0.24,6.592e+09
"1935","078020","이베스트투자증권","KOSDAQ","금융",6880,-60,-0.86,381710587200
"1936","080010","이상네트웍스","KOSDAQ","인터넷",7690,60,0.79,69325350000
"1937","086890","이수앱지스","KOSDAQ","제약",10350,100,0.98,329866847550
"1938","047560","이스트소프트","KOSDAQ","디지털컨텐츠",8980,-40,-0.44,88896612000
"1939","900110","이스트아시아홀딩스","KOSDAQ","금융",202,-2,-0.98,27600782272
"1940","067010","이씨에스","KOSDAQ","정보기기",5270,-180,-3.3,64789380000
"1941","052190","이에스에이","KOSDAQ","오락·문화",295,0,0,13511445155
"1942","226360","이엑스티","KOSDAQ","건설",2260,-55,-2.38,122795976780
"1943","101360","이엔드디","KOSDAQ","화학",30900,500,1.64,318899834700
"1944","102710","이엔에프테크놀로지","KOSDAQ","화학",39950,-2250,-5.33,570799048200
"1945","066980","이엔코퍼레이션","KOSDAQ","디지털컨텐츠",1380,0,0,247845510480
"1946","063760","이엘피","KOSDAQ","반도체",12400,-700,-5.34,60890200000
"1947","087730","이엠네트웍스","KOSDAQ","반도체",8160,0,0,26570510400
"1948","123570","이엠넷","KOSDAQ","기타서비스",4340,-60,-1.36,96678178520
"1949","083470","이엠앤아이","KOSDAQ","IT부품",1585,0,0,35542856275
"1950","095190","이엠코리아","KOSDAQ","기계·장비",5380,-120,-2.18,215353464500
"1951","091120","이엠텍","KOSDAQ","IT부품",17600,150,0.86,282672473600
"1952","039030","이오테크닉스","KOSDAQ","반도체",103000,300,0.29,1268913650000
"1953","294090","이오플로우","KOSDAQ","의료·정밀기기",61300,-4100,-6.27,698600055600
"1954","088290","이원컴포텍","KOSDAQ","운송장비·부품",9430,100,1.07,175390267400
"1955","181340","이즈미디어","KOSDAQ","의료·정밀기기",15900,250,1.6,112971090000
"1956","353810","이지바이오","KOSDAQ","음식료·담배",6720,50,0.75,229768358400
"1957","090850","이지웰","KOSDAQ","기타서비스",10100,-50,-0.49,239838246100
"1958","099750","이지케어텍","KOSDAQ","소프트웨어",18300,-250,-1.35,116863800000
"1959","035810","이지홀딩스","KOSDAQ","음식료·담배",4830,-50,-1.02,268744209090
"1960","160600","이큐셀","KOSDAQ","기계·장비",310,0,0,18642222930
"1961","092130","이크레더블","KOSDAQ","기타서비스",20600,-200,-0.96,248098160000
"1962","096040","이트론","KOSDAQ","정보기기",689,2,0.29,361448537372
"1963","134060","이퓨쳐","KOSDAQ","출판·매체복제",10250,50,0.49,48884812500
"1964","001840","이화공영","KOSDAQ","건설",6690,-20,-0.3,132500534400
"1965","024810","이화전기","KOSDAQ","IT부품",245,-1,-0.41,175986447840
"1966","041830","인바디","KOSDAQ","의료·정밀기기",18750,-50,-0.27,256570912500
"1967","352940","인바이오","KOSDAQ","화학",14550,400,2.83,146728020000
"1968","079950","인베니아","KOSDAQ","기계·장비",2530,-10,-0.39,5.8696e+10
"1969","277410","인산가","KOSDAQ","음식료·담배",1935,-35,-1.78,52799623245
"1970","060150","인선이엔티","KOSDAQ","기타서비스",12150,-50,-0.41,565747885800
"1971","033230","인성정보","KOSDAQ","컴퓨터서비스",2315,85,3.81,84761954025
"1972","037330","인지디스플레","KOSDAQ","IT부품",3525,65,1.88,154695414600
"1973","083640","인콘","KOSDAQ","통신장비",2490,-60,-2.35,105839847870
"1974","216050","인크로스","KOSDAQ","기타서비스",49250,-250,-0.51,396796267250
"1975","049070","인탑스","KOSDAQ","IT부품",30700,-100,-0.32,5.2804e+11
"1976","119610","인터로조","KOSDAQ","의료·정밀기기",21100,100,0.48,246383391800
"1977","017250","인터엠","KOSDAQ","일반전기전자",1565,15,0.97,32936155855
"1978","035080","인터파크","KOSDAQ","유통",5090,-90,-1.74,413252839670
"1979","051370","인터플렉스","KOSDAQ","IT부품",12200,-150,-1.21,284595158400
"1980","064290","인텍플러스","KOSDAQ","반도체",23200,-200,-0.85,292609118400
"1981","189300","인텔리안테크","KOSDAQ","일반전기전자",76500,-3300,-4.14,578442357000
"1982","150840","인트로메딕","KOSDAQ","의료·정밀기기",1940,-10,-0.51,60856686440
"1983","048530","인트론바이오","KOSDAQ","제약",23400,1300,5.88,780183027000
"1984","175140","인포마크","KOSDAQ","통신장비",9840,30,0.31,47113870800
"1985","115310","인포바인","KOSDAQ","통신서비스",19750,0,0,63059439250
"1986","039290","인포뱅크","KOSDAQ","통신서비스",11100,-250,-2.2,96503155800
"1987","041020","인프라웨어","KOSDAQ","소프트웨어",2410,65,2.77,90286215600
"1988","071200","인피니트헬스케어","KOSDAQ","소프트웨어",6930,-80,-1.14,169067453940
"1989","101930","인화정공","KOSDAQ","운송장비·부품",6110,-50,-0.81,57016717550
"1990","068330","일신바이오","KOSDAQ","기계·장비",5780,-110,-1.87,255569289200
"1991","058450","일야","KOSDAQ","IT부품",685,0,0,21741900000
"1992","019540","일지테크","KOSDAQ","운송장비·부품",3840,75,1.99,51891840000
"1993","094820","일진파워","KOSDAQ","건설",5290,0,0,79766370610
"1994","950140","잉글우드랩","KOSDAQ","화학",5820,-110,-1.85,115630980120
"1995","049550","잉크테크","KOSDAQ","화학",4900,435,9.74,78497666800
"1996","254120","자비스","KOSDAQ","기계·장비",2405,-55,-2.24,48903512905
"1997","221610","자안","KOSDAQ","화학",340,0,0,95634613500
"1998","043910","자연과환경","KOSDAQ","기타서비스",1320,-5,-0.38,71881073880
"1999","234920","자이글","KOSDAQ","일반전기전자",3825,-55,-1.42,51755730750
"2000","174880","장원테크","KOSDAQ","통신장비",999,5,0.5,71929304694
"2001","049630","재영솔루텍","KOSDAQ","IT부품",921,-5,-0.54,67667968959
"2002","110020","전진바이오팜","KOSDAQ","화학",12700,100,0.79,76733819100
"2003","065530","전파기지국","KOSDAQ","통신서비스",4290,-40,-0.92,226769400000
"2004","208140","정다운","KOSDAQ","음식료·담배",3105,0,0,101005103520
"2005","022220","정산애강","KOSDAQ","화학",1970,-20,-1.01,102035320630
"2006","040420","정상제이엘에스","KOSDAQ","기타서비스",6220,-20,-0.32,97514373440
"2007","045510","정원엔시스","KOSDAQ","컴퓨터서비스",1805,-15,-0.82,58137772060
"2008","065620","제낙스","KOSDAQ","금속",15950,0,0,78982709300
"2009","217190","제너셈","KOSDAQ","반도체",5330,-30,-0.56,46739697420
"2010","095700","제넥신","KOSDAQ","기타서비스",97700,-1800,-1.81,2418227802800
"2011","072520","제넨바이오","KOSDAQ","기타서비스",1680,-55,-3.17,285784578240
"2012","122310","제노레이","KOSDAQ","의료·정밀기기",9460,260,2.83,137679364240
"2013","187420","제노포커스","KOSDAQ","제약",7440,-70,-0.93,166650122400
"2014","225220","제놀루션","KOSDAQ","제약",24950,-700,-2.73,119350570500
"2015","123330","제닉","KOSDAQ","화학",6220,210,3.49,4.354e+10
"2016","159580","제로투세븐","KOSDAQ","유통",10350,-300,-2.82,207337782600
"2017","147830","제룡산업","KOSDAQ","금속",6390,-10,-0.16,6.39e+10
"2018","033100","제룡전기","KOSDAQ","IT부품",6000,60,1.01,96374454000
"2019","079370","제우스","KOSDAQ","기계·장비",28950,-1050,-3.5,300616800000
"2020","054950","제이브이엠","KOSDAQ","기계·장비",33500,250,0.75,212085418000
"2021","090470","제이스텍","KOSDAQ","반도체",7420,-70,-0.93,108315735360
"2022","137950","제이씨케미칼","KOSDAQ","화학",6130,-80,-1.29,136501699820
"2023","033320","제이씨현시스템","KOSDAQ","유통",8310,-190,-2.24,158840929920
"2024","204270","제이앤티씨","KOSDAQ","일반전기전자",10050,50,0.5,581377083300
"2025","026040","제이에스티나","KOSDAQ","기타제조",1990,-10,-0.5,32842542100
"2026","126880","제이엔케이히터","KOSDAQ","기계·장비",8250,-160,-1.9,191440449750
"2027","322510","제이엘케이","KOSDAQ","소프트웨어",9750,-210,-2.11,147171267750
"2028","033050","제이엠아이","KOSDAQ","출판·매체복제",1205,-5,-0.41,39258107110
"2029","094970","제이엠티","KOSDAQ","IT부품",3710,110,3.06,62135970400
"2030","058420","제이웨이","KOSDAQ","오락·문화",308,0,0,6676487972
"2031","089790","제이티","KOSDAQ","반도체",8440,-200,-2.31,87062929720
"2032","052670","제일바이오","KOSDAQ","제약",6160,30,0.49,9.24e+10
"2033","199820","제일전기공업","KOSDAQ","일반전기전자",20400,-400,-1.92,2.26644e+11
"2034","023440","제일제강","KOSDAQ","금속",3250,15,0.46,103697707750
"2035","038010","제일테크노스","KOSDAQ","금속",8200,-1380,-14.41,7.38e+10
"2036","080220","제주반도체","KOSDAQ","반도체",6070,-200,-3.19,199978310920
"2037","216080","제테마","KOSDAQ","제약",19300,-350,-1.78,339030728700
"2038","229000","젠큐릭스","KOSDAQ","제약",20800,-500,-2.35,134473102400
"2039","082270","젬백스","KOSDAQ","기계·장비",23400,-500,-2.09,930846056400
"2040","064800","젬백스링크","KOSDAQ","유통",1430,10,0.7,112348356120
"2041","041590","젬백스지오","KOSDAQ","건설",748,0,0,58023695180
"2042","044060","조광ILI","KOSDAQ","기계·장비",9140,30,0.33,120175370600
"2043","034940","조아제약","KOSDAQ","제약",4200,-70,-1.64,130115273400
"2044","101730","조이맥스","KOSDAQ","디지털컨텐츠",3410,60,1.79,53863115350
"2045","067000","조이시티","KOSDAQ","디지털컨텐츠",8750,180,2.1,391674412500
"2046","033340","좋은사람들","KOSDAQ","섬유·의류",1085,30,2.84,54150423040
"2047","036930","주성엔지니어링","KOSDAQ","반도체",10150,-150,-1.46,489729501800
"2048","239340","줌인터넷","KOSDAQ","인터넷",5330,-30,-0.56,143280324460
"2049","072020","중앙백신","KOSDAQ","제약",15800,-200,-1.25,1.57368e+11
"2050","000440","중앙에너비스","KOSDAQ","유통",9200,510,5.87,57289596000
"2051","228760","지노믹트리","KOSDAQ","제약",12000,0,0,239834580000
"2052","314130","지놈앤컴퍼니","KOSDAQ","제약",62900,-500,-0.79,836878461600
"2053","043610","지니뮤직","KOSDAQ","디지털컨텐츠",5340,-510,-8.72,310336438920
"2054","263860","지니언스","KOSDAQ","소프트웨어",7090,0,0,66962214000
"2055","303030","지니틱스","KOSDAQ","반도체",3175,-125,-3.79,113000056575
"2056","036180","지더블유바이텍","KOSDAQ","유통",1205,0,0,33647104140
"2057","208350","지란지교시큐리티","KOSDAQ","출판·매체복제",5760,-50,-0.86,47845676160
"2058","114570","지스마트글로벌","KOSDAQ","반도체",620,0,0,7030424280
"2059","051160","지어소프트","KOSDAQ","소프트웨어",19400,300,1.57,282746367000
"2060","053050","지에스이","KOSDAQ","전기·가스·수도",1595,0,0,47830217215
"2061","119850","지엔씨에너지","KOSDAQ","일반전기전자",5950,-150,-2.46,96960176600
"2062","270520","지엔원에너지","KOSDAQ","기타서비스",4005,-420,-9.49,124991676540
"2063","065060","지엔코","KOSDAQ","섬유·의류",998,-12,-1.19,97812027912
"2064","204840","지엘팜텍","KOSDAQ","기타서비스",1135,-60,-5.02,53583598565
"2065","111820","지와이커머스","KOSDAQ","인터넷",2470,0,0,64178466950
"2066","115450","지트리비앤티","KOSDAQ","유통",19200,300,1.59,520089964800
"2067","219750","지티지웰니스","KOSDAQ","의료·정밀기기",7550,490,6.94,121569050550
"2068","018120","진로발효","KOSDAQ","음식료·담배",30700,0,0,203268384000
"2069","109820","진매트릭스","KOSDAQ","기타서비스",10500,-600,-5.41,214133220000
"2070","086060","진바이오텍","KOSDAQ","음식료·담배",5110,-10,-0.2,44000099570
"2071","036890","진성티이씨","KOSDAQ","기계·장비",11000,150,1.38,247304948000
"2072","007370","진양제약","KOSDAQ","제약",5610,-140,-2.43,6.732e+10
"2073","085660","차바이오텍","KOSDAQ","제약",20250,850,4.38,1064117695500
"2074","094850","참좋은여행","KOSDAQ","기타서비스",11600,50,0.43,1.624e+11
"2075","004650","창해에탄올","KOSDAQ","음식료·담배",12600,-250,-1.95,115805151000
"2076","311690","천랩","KOSDAQ","기타서비스",38400,-650,-1.66,150138163200
"2077","278280","천보","KOSDAQ","화학",161000,-1600,-0.98,1.61e+12
"2078","096240","청담러닝","KOSDAQ","기타서비스",19150,-300,-1.54,143123767900
"2079","013720","청보산업","KOSDAQ","운송장비·부품",14850,0,0,121454749350
"2080","066360","체리부로","KOSDAQ","음식료·담배",2245,-15,-0.66,62573479630
"2081","047820","초록뱀","KOSDAQ","오락·문화",2420,30,1.26,313650450080
"2082","094360","칩스앤미디어","KOSDAQ","소프트웨어",16700,-200,-1.18,160993260500
"2083","016920","카스","KOSDAQ","유통",2295,-85,-3.57,54953081910
"2084","284620","카이노스메드","KOSDAQ","기타서비스",3975,-60,-1.49,417671105700
"2085","293490","카카오게임즈","KOSDAQ","디지털컨텐츠",50900,-1300,-2.49,3786491312800
"2086","042000","카페24","KOSDAQ","인터넷",32250,-500,-1.53,607420139250
"2087","317530","캐리소프트","KOSDAQ","오락·문화",6760,340,5.3,45705684960
"2088","071850","캐스텍코리아","KOSDAQ","운송장비·부품",3280,-35,-1.06,54346936640
"2089","180400","캔서롭","KOSDAQ","기타서비스",7740,0,0,178624199880
"2090","050110","캠시스","KOSDAQ","IT부품",2665,-45,-1.66,184198854385
"2091","900310","컬러레이","KOSDAQ","금융",2130,-25,-1.16,1.1502e+11
"2092","078340","컴투스","KOSDAQ","디지털컨텐츠",140400,-2100,-1.47,1806445368000
"2093","307930","컴퍼니케이","KOSDAQ","금융",7510,-140,-1.83,117231100000
"2094","263700","케어랩스","KOSDAQ","소프트웨어",10600,-400,-3.64,182701939200
"2095","214370","케어젠","KOSDAQ","제약",68500,1300,1.93,735895500000
"2096","221980","케이디켐","KOSDAQ","화학",14100,450,3.3,56890680000
"2097","043290","케이맥","KOSDAQ","기계·장비",2430,100,4.29,93563677530
"2098","317030","케이비17호스팩","KOSDAQ","금융",2075,5,0.24,11331575000
"2099","323940","케이비제18호스팩","KOSDAQ","금융",2055,0,0,16074210000
"2100","330990","케이비제19호스팩","KOSDAQ","금융",2085,-5,-0.24,8967585000
"2101","342550","케이비제20호스팩","KOSDAQ","금융",2050,0,0,13327050000
"2102","192250","케이사인","KOSDAQ","소프트웨어",2170,-40,-1.81,153356627690
"2103","115500","케이씨에스","KOSDAQ","컴퓨터서비스",8540,-480,-5.32,1.0248e+11
"2104","089150","케이씨티","KOSDAQ","컴퓨터서비스",7920,-370,-4.46,1.35828e+11
"2105","025880","케이씨피드","KOSDAQ","음식료·담배",2520,-60,-2.33,42123962160
"2106","093320","케이아이엔엑스","KOSDAQ","인터넷",76700,1700,2.27,3.74296e+11
"2107","073010","케이에스피","KOSDAQ","기계·장비",1540,15,0.98,55736075780
"2108","105330","케이엔더블유","KOSDAQ","일반전기전자",8800,200,2.33,90299853600
"2109","272110","케이엔제이","KOSDAQ","기계·장비",12450,-250,-1.97,79000628400
"2110","039420","케이엘넷","KOSDAQ","통신서비스",3350,-105,-3.04,80918345500
"2111","083550","케이엠","KOSDAQ","섬유·의류",10750,0,0,110531801000
"2112","032500","케이엠더블유","KOSDAQ","통신장비",59700,3200,5.66,2377306715100
"2113","225430","케이엠제약","KOSDAQ","화학",2540,-40,-1.55,70833107000
"2114","064820","케이프","KOSDAQ","운송장비·부품",5050,-60,-1.17,156053726400
"2115","347140","케이프이에스제4호","KOSDAQ","금융",2045,-15,-0.73,6153405000
"2116","256940","케이피에스","KOSDAQ","반도체",14600,-200,-1.35,223957984800
"2117","024880","케이피에프","KOSDAQ","금속",4240,-80,-1.85,75125380000
"2118","042040","케이피엠테크","KOSDAQ","화학",2975,480,19.24,417127091325
"2119","054410","케이피티유","KOSDAQ","금속",7170,-120,-1.65,36280200000
"2120","274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품",16000,-400,-2.44,152157296000
"2121","217600","켐온","KOSDAQ","기타서비스",3475,50,1.46,221918156500
"2122","089010","켐트로닉스","KOSDAQ","화학",28200,-400,-1.4,419000027400
"2123","220260","켐트로스","KOSDAQ","화학",6060,-140,-2.26,159517725420
"2124","052400","코나아이","KOSDAQ","소프트웨어",40100,-300,-0.74,623920631800
"2125","033110","코너스톤네트웍스","KOSDAQ","유통",204,0,0,26473567764
"2126","094860","코닉글로리","KOSDAQ","소프트웨어",2400,55,2.35,122625748800
"2127","046070","코다코","KOSDAQ","운송장비·부품",1270,110,9.48,49611605120
"2128","047770","코데즈컴바인","KOSDAQ","섬유·의류",2440,-40,-1.61,92335948880
"2129","078940","코드네이처","KOSDAQ","건설",2185,55,2.58,69940855825
"2130","080530","코디","KOSDAQ","화학",2005,-60,-2.91,49087260120
"2131","224060","코디엠","KOSDAQ","반도체",398,-4,-1,104767042052
"2132","078650","코렌","KOSDAQ","의료·정밀기기",900,-6,-0.66,62077835700
"2133","104540","코렌텍","KOSDAQ","의료·정밀기기",21500,200,0.94,249954313000
"2134","027050","코리아나","KOSDAQ","화학",4945,-35,-0.7,1.978e+11
"2135","290510","코리아센터","KOSDAQ","소프트웨어",8360,-190,-2.22,637037325320
"2136","190650","코리아에셋투자증권","KOSDAQ","금융",7970,-30,-0.38,50912360000
"2137","101670","코리아에스이","KOSDAQ","금속",1250,-10,-0.79,2.3625e+10
"2138","123410","코리아에프티","KOSDAQ","운송장비·부품",3135,-55,-1.72,87281735640
"2139","036690","코맥스","KOSDAQ","통신장비",6330,-40,-0.63,94897885110
"2140","049430","코메론","KOSDAQ","의료·정밀기기",8860,0,0,80165280000
"2141","183300","코미코","KOSDAQ","반도체",55000,-1800,-3.17,551124585000
"2142","041960","코미팜","KOSDAQ","제약",10600,50,0.47,680370285600
"2143","089890","코세스","KOSDAQ","반도체",7300,170,2.38,121070222600
"2144","009730","코센","KOSDAQ","금속",905,0,0,26398999325
"2145","082660","코스나인","KOSDAQ","IT부품",1385,0,0,42086093335
